0.000000000000000000e+00,5.140127614667906464e+00
1.512996097754540914e-01,4.051924669694925818e+00
3.025992195509081828e-01,3.817089927781212477e+00
4.538988293263622742e-01,3.505671415974268346e+00
6.051984391018163656e-01,3.230986186377173386e+00
7.564980488772704570e-01,2.988266599395830170e+00
9.077976586527245484e-01,2.759764409885525183e+00
1.059097268428178751e+00,2.547788691351388746e+00
1.210396878203632731e+00,2.353657374851342965e+00
1.361696487979086712e+00,2.172738930192276374e+00
1.512996097754540914e+00,2.002974042992598402e+00
1.664295707529995116e+00,1.853771032701919674e+00
1.815595317305449097e+00,1.715973203002175929e+00
1.966894927080903077e+00,1.588585057662678546e+00
2.118194536856357502e+00,1.470903717177405534e+00
2.269494146631811482e+00,1.382890127492244048e+00
2.420793756407265462e+00,1.287568269444783642e+00
2.572093366182719443e+00,1.210899601772834400e+00
2.723392975958173423e+00,1.130172465142854854e+00
2.874692585733627848e+00,1.067416797008260199e+00
3.025992195509081828e+00,1.013718249622335588e+00
3.177291805284535808e+00,9.612574489070961903e-01
3.328591415059990233e+00,9.144841178573975826e-01
3.479891024835444213e+00,8.750390861299024436e-01
3.631190634610898194e+00,8.373182047701288599e-01
3.782490244386352174e+00,8.057179147868465119e-01
3.933789854161806154e+00,7.783342894950467938e-01
4.085089463937260135e+00,7.511622163895971260e-01
4.236389073712715003e+00,7.285429342717028023e-01
4.387688683488168984e+00,7.089595595303940234e-01
4.538988293263622964e+00,6.918614669921819837e-01
4.690287903039076944e+00,6.758397240284309548e-01
4.841587512814530925e+00,6.611022718149947019e-01
4.992887122589984905e+00,6.476746319132629104e-01
5.144186732365438885e+00,6.354590618324710283e-01
5.295486342140892866e+00,6.243747948139334314e-01
5.446785951916346846e+00,6.140258519664090198e-01
5.598085561691801715e+00,6.044808413338265130e-01
5.749385171467255695e+00,5.955971209034552905e-01
5.900684781242709676e+00,5.872729922841349870e-01
6.051984391018163656e+00,5.794463537885495841e-01
6.203284000793617636e+00,5.720753376799811996e-01
6.354583610569071617e+00,5.650348801447787617e-01
6.505883220344525597e+00,5.583369437120500045e-01
6.657182830119980466e+00,5.519337456934159114e-01
6.808482439895434446e+00,5.457828430544059417e-01
6.959782049670888426e+00,5.398462160474349902e-01
7.111081659446342407e+00,5.340951881721611727e-01
7.262381269221796387e+00,5.285145934133079759e-01
7.413680878997250367e+00,5.230901302257203733e-01
7.564980488772704348e+00,5.178041525711845061e-01
7.716280098548158328e+00,5.126289089184209447e-01
7.867579708323612309e+00,5.075674509574936710e-01
8.018879318099067177e+00,5.026048403342943116e-01
8.170178927874520269e+00,4.977328049585743042e-01
8.321478537649975138e+00,4.929435768023323061e-01
8.472778147425430006e+00,4.882289315531540552e-01
8.624077757200883099e+00,4.835850160123635888e-01
8.775377366976337967e+00,4.790065338614414858e-01
8.926676976751791059e+00,4.744889968904074107e-01
9.077976586527245928e+00,4.700290099972216362e-01
9.229276196302699020e+00,4.656235698972704951e-01
9.380575806078153889e+00,4.612686071991348169e-01
9.531875415853606981e+00,4.569628852813372166e-01
9.683175025629061849e+00,4.527034227145632084e-01
9.834474635404516718e+00,4.484887409940544467e-01
9.985774245179969810e+00,4.443172146247476029e-01
1.013707385495542468e+01,4.401866344937203079e-01
1.028837346473087777e+01,4.360955814667711872e-01
1.043967307450633264e+01,4.320427701073239479e-01
1.059097268428178573e+01,4.280288542156526765e-01
1.074227229405724060e+01,4.240490483065406102e-01
1.089357190383269369e+01,4.201030124153328216e-01
1.104487151360814856e+01,4.161926223219366561e-01
1.119617112338360343e+01,4.123131407104067558e-01
1.134747073315905652e+01,4.084645870545317026e-01
1.149877034293451139e+01,4.046464807354291371e-01
1.165006995270996448e+01,4.008555853317584128e-01
1.180136956248541935e+01,3.970941534309688214e-01
1.195266917226087244e+01,3.933539819795367487e-01
1.210396878203632731e+01,3.896374336588678267e-01
1.225526839181178218e+01,3.859510950185358058e-01
1.240656800158723527e+01,3.822791341596551984e-01
1.255786761136269014e+01,3.786260754218915281e-01
1.270916722113814323e+01,3.749914549520763640e-01
1.286046683091359810e+01,3.713696904444757085e-01
1.301176644068905119e+01,3.677606649474849942e-01
1.316306605046450606e+01,3.641528952482431802e-01
1.331436566023996093e+01,3.605646468528617699e-01
1.346566527001541402e+01,3.569677669594927827e-01
1.361696487979086889e+01,3.533679051417066841e-01
1.376826448956632198e+01,3.497535559350770651e-01
1.391956409934177685e+01,3.461386984360375618e-01
1.407086370911722994e+01,3.424947344243940983e-01
1.422216331889268481e+01,3.388138914960983072e-01
1.437346292866813791e+01,3.350922099987127534e-01
1.452476253844359277e+01,3.313836427316409483e-01
1.467606214821904764e+01,3.275664000711368540e-01
1.482736175799450073e+01,3.236974812114902234e-01
1.497866136776995560e+01,3.197752759146650359e-01
