0.000000000000000000e+00,5.140127614667906464e+00
3.056869666891827708e-01,3.674547105710420425e+00
6.113739333783655416e-01,3.419315700783935430e+00
9.170609000675482569e-01,2.959129062463034199e+00
1.222747866756731083e+00,2.606668984300752445e+00
1.528434833445913910e+00,2.284967626060045109e+00
1.834121800135096514e+00,2.018643208368398057e+00
2.139808766824279562e+00,1.780618277157469898e+00
2.445495733513462167e+00,1.608193831207506586e+00
2.751182700202644771e+00,1.449142608664215404e+00
3.056869666891827819e+00,1.337199109804990016e+00
3.362556633581010423e+00,1.237733225918521196e+00
3.668243600270193028e+00,1.163109130749053310e+00
3.973930566959376076e+00,1.106386180370845462e+00
4.279617533648559125e+00,1.059716185454778525e+00
4.585304500337741729e+00,1.028984980680489603e+00
4.890991467026924333e+00,1.002011823333292417e+00
5.196678433716106937e+00,9.817443734826232227e-01
5.502365400405289542e+00,9.661065455567667826e-01
5.808052367094473034e+00,9.536868303568197813e-01
6.113739333783655638e+00,9.437852665797685781e-01
6.419426300472838243e+00,9.357634707215413128e-01
6.725113267162020847e+00,9.291402371196202381e-01
7.030800233851203451e+00,9.235464113280635878e-01
7.336487200540386056e+00,9.186749094258759296e-01
7.642174167229569548e+00,9.143794202864794496e-01
7.947861133918752152e+00,9.104770940845292593e-01
8.253548100607934757e+00,9.068838866236575980e-01
8.559235067297118249e+00,9.035061261043541014e-01
8.864922033986299965e+00,9.002913326396815297e-01
9.170609000675483458e+00,8.971923614201701147e-01
9.476295967364665174e+00,8.941755351677658226e-01
9.781982934053848666e+00,8.912129519354670126e-01
1.008766990074303216e+01,8.882886495244739500e-01
1.039335686743221387e+01,8.853823115348471440e-01
1.069904383412139737e+01,8.824784304207743402e-01
1.100473080081057908e+01,8.795658716298728752e-01
1.131041776749976258e+01,8.766263813498076374e-01
1.161610473418894607e+01,8.736463013472191008e-01
1.192179170087812778e+01,8.706013310991045362e-01
1.222747866756731128e+01,8.674816487075841520e-01
1.253316563425649299e+01,8.642374258016907174e-01
1.283885260094567649e+01,8.608412848787534433e-01
1.314453956763485998e+01,8.572520184442198321e-01
1.345022653432404169e+01,8.534216519705781767e-01
1.375591350101322519e+01,8.492087180077495523e-01
1.406160046770240690e+01,8.445788929057373995e-01
1.436728743439159039e+01,8.392635733914961538e-01
1.467297440108077211e+01,8.333254315076985552e-01
1.497866136776995560e+01,8.262982470741505603e-01
